rank,content_id,model_high_priority_score,predicted_priority,suggested_action,reason_codes
1,content_bb1edbf0ba6c,0.8607516354713213,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
2,content_700de55b1459,0.8578521191242091,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
3,content_2bf7b6b90bfa,0.8488474965842727,High,priority_refresh_review,['model_high_priority']
4,content_98aa0aecb1d9,0.8445865416858487,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
5,content_dbb4c75afccc,0.8401021990602645,High,priority_refresh_review,['model_high_priority']
6,content_c09e49e87ab2,0.838689324524159,High,priority_refresh_review,['model_high_priority']
7,content_500bd3907331,0.837883648637828,High,priority_refresh_review,['model_high_priority']
8,content_e988c1699454,0.8367011588043296,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
9,content_d447a286b0ed,0.8346316043449125,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
10,content_66458ac1b739,0.8338158229825563,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
11,content_1d0963b56227,0.8335956999406194,High,priority_refresh_review,['model_high_priority']
12,content_0d7f4fecb391,0.8322208029551924,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
13,content_b9b230d52cfa,0.831233687689246,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
14,content_35d63627bf3e,0.830126472499896,High,priority_refresh_review,['model_high_priority']
15,content_0b47dae0c7f9,0.8288579438631863,High,priority_refresh_review,['model_high_priority']
16,content_f73c382ac270,0.8279917629156676,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
17,content_6677fd6c4ea5,0.8243625965700759,High,priority_refresh_review,['model_high_priority']
18,content_b46c62b14582,0.822190557161726,High,priority_refresh_review,['model_high_priority']
19,content_7766ffacdcfa,0.8214194504282338,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
20,content_e09b5602ba42,0.819222780228188,High,priority_refresh_review,['model_high_priority']
21,content_ff4370afd49c,0.8184824765593431,High,priority_refresh_review,['model_high_priority']
22,content_f55fd2d8ed04,0.8184359615808527,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
23,content_32b4e5a2f630,0.8181173708636112,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
24,content_3cd58a4a2731,0.8177150345051626,High,priority_refresh_review,['model_high_priority']
25,content_2ba626fea4d6,0.8134843723242068,High,priority_refresh_review,['model_high_priority']
26,content_24d8b73697f6,0.8106071464177953,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
27,content_c3f6d634ff00,0.8103749684628715,High,priority_refresh_review,['model_high_priority']
28,content_a662ef2af9b4,0.8092990826126103,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
29,content_ec257d803f69,0.808878483646344,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
30,content_f9922b5e46b4,0.8048649708369139,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
31,content_2d22e0215964,0.8044511520695978,High,priority_refresh_review,['model_high_priority']
32,content_9ac61c04930e,0.8036097305725143,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
33,content_4ea3cf14c32f,0.8025018523679409,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
34,content_4d9ab09aad97,0.801441813632133,High,priority_refresh_review,['model_high_priority']
35,content_569475b335ab,0.8014172094690344,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
36,content_6553f210db6d,0.7994972992337348,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
37,content_8f1409b2674e,0.7993265412015934,High,priority_refresh_review,['model_high_priority']
38,content_796a5cdc793f,0.7988257374039315,High,priority_refresh_review,['model_high_priority']
39,content_7e24f3b27d73,0.7978083434002688,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
40,content_a5a2fbc76336,0.7958748313782769,High,priority_refresh_review,['model_high_priority']
41,content_720edd4e1491,0.7956159968816542,High,priority_refresh_review,['model_high_priority']
42,content_41baf0722ad9,0.7936757485285085,High,priority_refresh_review,['model_high_priority']
43,content_8b08ec7fc725,0.7913907386435695,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
44,content_f161f19bbead,0.7912129811337115,High,priority_refresh_review,['model_high_priority']
45,content_7e3be2e230f5,0.7899575091087374,High,priority_refresh_review,"['large_observed_decline', 'model_high_priority']"
46,content_47ad75f6e937,0.7895380248608629,High,priority_refresh_review,['model_high_priority']
47,content_c50b313c6bca,0.7882760715988991,High,priority_refresh_review,['model_high_priority']
48,content_3164f3076003,0.7876201456959,High,priority_refresh_review,['model_high_priority']
49,content_b0d74ee35a20,0.7870145302465154,High,priority_refresh_review,['model_high_priority']
50,content_fd1c9be3a841,0.786500691408882,High,priority_refresh_review,['model_high_priority']
51,content_7e1f78c66a44,0.7863787278793049,High,priority_refresh_review,['model_high_priority']
52,content_62a83935e642,0.7851212163444166,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
53,content_873621db1cd6,0.7804427308497227,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
54,content_457796eab16d,0.7802557845712413,High,priority_refresh_review,['model_high_priority']
55,content_3395aba722a2,0.7800075261056156,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
56,content_0f256e5b0b88,0.7791274229205684,High,priority_refresh_review,['model_high_priority']
57,content_fa4b8e00edf9,0.7789763013321839,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
58,content_0e52d032d7f7,0.7779500425232673,High,priority_refresh_review,['model_high_priority']
59,content_01118d5030d0,0.7777668843488945,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
60,content_278982959883,0.7764173604812895,High,priority_refresh_review,['model_high_priority']
61,content_268910e38131,0.7757653872464773,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
62,content_38b38f76d730,0.7748644303490824,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
63,content_ef6e7d7cfe15,0.7741860274592066,High,priority_refresh_review,['model_high_priority']
64,content_ee6b25664a03,0.7731695836088228,High,priority_refresh_review,['model_high_priority']
65,content_c6cffac60462,0.7727614825318874,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
66,content_df71843dcd17,0.772569359097096,High,priority_refresh_review,['model_high_priority']
67,content_f49660e074e9,0.7720719401703205,High,priority_refresh_review,['model_high_priority']
68,content_8ad4a25c246c,0.771090997396417,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
69,content_816d77e36e14,0.7710450299679565,High,priority_refresh_review,['model_high_priority']
70,content_8573511e9f28,0.7706726038159205,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
71,content_9e40f2d86a76,0.7685926439103561,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
72,content_f35e5543135b,0.7674821443146219,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
73,content_f02a7e05a948,0.7664536284433887,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
74,content_aeb3c0da92cc,0.7654290391029126,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
75,content_4dbb75eecfdb,0.7651768064603236,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
76,content_572cf2566ada,0.7651234742763164,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
77,content_d800cce05023,0.7641543200566523,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
78,content_4d9f36001f06,0.7621375955504874,High,priority_refresh_review,['model_high_priority']
79,content_ccf887ee3581,0.7581960177768506,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
80,content_83784080ee4d,0.7580763887710034,High,priority_refresh_review,['model_high_priority']
81,content_ace1680995f5,0.7570791528883005,High,priority_refresh_review,['model_high_priority']
82,content_7e3d9c85959b,0.7566782080254042,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
83,content_cc5e82cfe642,0.7564960404944334,High,priority_refresh_review,['model_high_priority']
84,content_2bb1cc3be229,0.7560401098091322,High,priority_refresh_review,['model_high_priority']
85,content_f89be6a6a437,0.7557185749822255,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
86,content_c6d2559083f2,0.7537637520083632,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
87,content_6607847e4454,0.7537463689377706,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
88,content_94d1f783deed,0.7535484561232205,High,priority_refresh_review,['model_high_priority']
89,content_71efc27b02b3,0.7531058335680972,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
90,content_54af84f1e737,0.7529425706751538,High,priority_refresh_review,['model_high_priority']
91,content_45a47b55f918,0.7526758487662779,High,priority_refresh_review,['model_high_priority']
92,content_3ff02328d611,0.752384095534399,High,priority_refresh_review,['model_high_priority']
93,content_8f14317ab383,0.7503704746582284,High,priority_refresh_review,['model_high_priority']
94,content_29ffa7b58884,0.7501976821237837,High,priority_refresh_review,['model_high_priority']
95,content_4fc70e470460,0.7472300113169317,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
96,content_ade4f6189920,0.7470200898883502,High,priority_refresh_review,['model_high_priority']
97,content_29884c0f9255,0.7461952464081346,High,priority_refresh_review,"['observed_declining_trend', 'large_observed_decline', 'model_high_priority']"
